Respondent_ID,Age,Gender,Background,Domestication,PetVaccination,DogBite,Death,DogSpread,Transmission,PreventableVaccination,Campaign,SelfVaccination,PreVaccination,PostVaccination,Signs,Rabid,Doctor,Facilities,Affected,AffordableVaccination,PreferVaccination
Respondent1403,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2
Respondent1405,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2
Respondent1408,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1
Respondent1409,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1
Respondent1410,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1
Respondent1413,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2
Respondent1414,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1
Respondent1415,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1
Respondent1416,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
Respondent1417,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1
Respondent1418,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,2,1
Respondent1419,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
Respondent1421,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Respondent1422,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2
Respondent1423,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
Respondent1424,2,1,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,1
Respondent1425,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
Respondent1426,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1
Respondent1427,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1
Respondent1428,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2
Respondent1429,2,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2
Respondent1430,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1
Respondent1431,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2
Respondent1432,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2
Respondent1433,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1
Respondent1434,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2
Respondent1435,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
Respondent1436,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1
Respondent1437,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
Respondent1438,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1
Respondent1439,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1
Respondent1440,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2
Respondent1442,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1
Respondent1444,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1
Respondent1445,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2
Respondent1446,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Respondent1447,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1
Respondent1448,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1
Respondent1449,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Respondent1450,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2
Respondent1451,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1
Respondent1452,2,1,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1
Respondent1453,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1
Respondent1454,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
Respondent1455,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2
Respondent1456,3,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2
Respondent1457,3,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1
Respondent1458,3,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1
Respondent1459,3,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1
Respondent1460,3,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1
Respondent1462,3,1,1,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,2
Respondent1463,3,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
Respondent1465,3,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1
Respondent1466,3,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2
